Segment ID,Station ID,Station Description,Start Date,Start Time,Start Depth,Submitting Entity,Collecting Entity,Monitoring Type,Parameter Name,Parameter Code,Value,RFA/Tag ID,Station Latitude,Station Longitude,Comments
2307,13230,RIO GRANDE ABOVE RIO CONCHOS,3/29/83,12:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,996,Z211312,29.603679,-104.452051,"RIVER TURBID, IBWC DREDGING WITHIN 15 MI. UPSTREAM AI"
2307,13230,RIO GRANDE ABOVE RIO CONCHOS,4/26/83,9:45,0.3,INTERNATIONAL BOUNDARY & WATER COMMISSION,DEFAULT CODE FOR UNKNOWN SOURCES,TYPE OF SAMPLING UNKNOWN - HISTORICAL DATA,CHLORIDE (MG/L AS CL),940,668,Z211313,29.603679,-104.452051,
2307,13230,RIO GRANDE ABOVE RIO CONCHOS,5/18/83,10:00,0.3,INTERNATIONAL BOUNDARY & WATER COMMISSION,DEFAULT CODE FOR UNKNOWN SOURCES,TYPE OF SAMPLING UNKNOWN - HISTORICAL DATA,CHLORIDE (MG/L AS CL),940,1291,Z211314,29.603679,-104.452051,"CLEAR, CALM, WATER CLEAR TO GREEN"
2307,13230,RIO GRANDE ABOVE RIO CONCHOS,7/13/83,9:45,0.3,INTERNATIONAL BOUNDARY & WATER COMMISSION,DEFAULT CODE FOR UNKNOWN SOURCES,TYPE OF SAMPLING UNKNOWN - HISTORICAL DATA,CHLORIDE (MG/L AS CL),940,119,Z211315,29.603679,-104.452051,
2307,13230,RIO GRANDE ABOVE RIO CONCHOS,1/24/89,8:45,0.3,INTERNATIONAL BOUNDARY & WATER COMMISSION,DEFAULT CODE FOR UNKNOWN SOURCES,TYPE OF SAMPLING UNKNOWN - HISTORICAL DATA,CHLORIDE (MG/L AS CL),940,631,Z211382,29.603679,-104.452051,
2307,13230,RIO GRANDE ABOVE RIO CONCHOS,2/27/89,8:20,0.3,INTERNATIONAL BOUNDARY & WATER COMMISSION,DEFAULT CODE FOR UNKNOWN SOURCES,TYPE OF SAMPLING UNKNOWN - HISTORICAL DATA,CHLORIDE (MG/L AS CL),940,690,Z211383,29.603679,-104.452051,
2307,13230,RIO GRANDE ABOVE RIO CONCHOS,4/25/89,8:45,0.3,INTERNATIONAL BOUNDARY & WATER COMMISSION,DEFAULT CODE FOR UNKNOWN SOURCES,TYPE OF SAMPLING UNKNOWN - HISTORICAL DATA,CHLORIDE (MG/L AS CL),940,562,Z211384,29.603679,-104.452051,
2307,13230,RIO GRANDE ABOVE RIO CONCHOS,5/22/89,8:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,380,Z211385,29.603679,-104.452051,
2307,13230,RIO GRANDE ABOVE RIO CONCHOS,11/23/82,9:50,0.3,INTERNATIONAL BOUNDARY & WATER COMMISSION,DEFAULT CODE FOR UNKNOWN SOURCES,TYPE OF SAMPLING UNKNOWN - HISTORICAL DATA,CHLORIDE (MG/L AS CL),940,889,Z211308,29.603679,-104.452051,"CLOUDY, WATER MURKY"
2307,13230,RIO GRANDE ABOVE RIO CONCHOS,4/21/81,9:50,0.3,INTERNATIONAL BOUNDARY & WATER COMMISSION,DEFAULT CODE FOR UNKNOWN SOURCES,TYPE OF SAMPLING UNKNOWN - HISTORICAL DATA,CHLORIDE (MG/L AS CL),940,770,Z211286,29.603679,-104.452051,"CLOUDY, CALM, MISTING RAIN, WATER CLEAR TO ALGEA GREEN"
