date,time,specific_cond_mS.cm,salinity_ppt
2020-11-11,23:45,1431.9,0.71595
2020-11-12,0:15,1432.2,0.7161
2020-11-12,0:45,1433.2,0.7166
2020-11-12,1:15,1433.7,0.71685
2020-11-12,1:45,1433.1,0.71655
2020-11-12,2:15,1434.2,0.7171
2020-11-12,2:45,1433.4,0.7167
2020-11-12,3:15,1434.6,0.7173
2020-11-12,3:45,1434.4,0.7172
2020-11-12,4:15,1434.5,0.71725
2020-11-12,4:45,1434.6,0.7173
2020-11-12,5:15,1435.3,0.71765
2020-11-12,5:45,1435.5,0.71775
2020-11-12,6:15,1435.5,0.71775
2020-11-12,6:45,1435.6,0.7178
2020-11-12,7:15,1435.7,0.71785
2020-11-12,7:45,1435.2,0.7176
2020-11-12,8:15,1436.3,0.71815
2020-11-12,8:45,1436.4,0.7182
2020-11-12,9:15,1435.6,0.7178
2020-11-12,9:45,1436,0.718
2020-11-12,10:15,1436,0.718
2020-11-12,10:45,1436.6,0.7183
2020-11-12,11:15,1436.4,0.7182
2020-11-12,11:45,1435.5,0.71775
2020-11-12,12:15,1436.2,0.7181
2020-11-12,12:45,1435.2,0.7176
2020-11-12,13:15,1435.4,0.7177
2020-11-12,13:45,1434.7,0.71735
2020-11-12,14:15,1433.9,0.71695
2020-11-12,14:45,1432.7,0.71635
2020-11-12,15:15,1432.5,0.71625
2020-11-12,15:45,1432.5,0.71625
2020-11-12,16:15,1431.9,0.71595
2020-11-12,16:45,1431.9,0.71595
2020-11-12,17:15,1430.7,0.71535
2020-11-12,17:45,1431.2,0.7156
2020-11-12,18:15,1432.1,0.71605
2020-11-12,18:45,1431.5,0.71575
2020-11-12,19:15,1431.7,0.71585
2020-11-12,19:45,1431.9,0.71595
2020-11-12,20:15,1431.5,0.71575
2020-11-12,20:45,1431.5,0.71575
2020-11-12,21:15,1432.6,0.7163
2020-11-12,21:45,1432.1,0.71605
2020-11-12,22:15,1432,0.716
2020-11-12,22:45,1432.5,0.71625
2020-11-12,23:15,1432.3,0.71615
2020-11-12,23:45,1432.4,0.7162
2020-11-13,0:15,1432.4,0.7162
2020-11-13,0:45,1432.9,0.71645
2020-11-13,1:15,1432.5,0.71625
2020-11-13,1:45,1433.1,0.71655
2020-11-13,2:15,1432.8,0.7164
2020-11-13,2:45,1433.4,0.7167
2020-11-13,3:15,1433.5,0.71675
2020-11-13,3:45,1433.3,0.71665
2020-11-13,4:15,1433.2,0.7166
2020-11-13,4:45,1433.9,0.71695
2020-11-13,5:15,1433.3,0.71665
2020-11-13,5:45,1433.2,0.7166
2020-11-13,6:15,1433.5,0.71675
2020-11-13,6:45,1433.7,0.71685
2020-11-13,7:15,1432.7,0.71635
2020-11-13,7:45,1433.2,0.7166
2020-11-13,8:15,1434.3,0.71715
2020-11-13,8:45,1434.5,0.71725
2020-11-13,9:15,1435.5,0.71775
2020-11-13,9:45,1435.8,0.7179
2020-11-13,10:15,1435.9,0.71795
2020-11-13,10:45,1435.9,0.71795
2020-11-13,11:15,1435.3,0.71765
2020-11-13,11:45,1435.1,0.71755
2020-11-13,12:15,1435.4,0.7177
2020-11-13,12:45,1434.7,0.71735
2020-11-13,13:15,1434.2,0.7171
2020-11-13,13:45,1434.4,0.7172
2020-11-13,14:15,1434.1,0.71705
2020-11-13,14:45,1432.8,0.7164
2020-11-13,15:15,1433.1,0.71655
2020-11-13,15:45,1432.2,0.7161
2020-11-13,16:15,1432.8,0.7164
2020-11-13,16:45,1432,0.716
2020-11-13,17:15,1431.9,0.71595
2020-11-13,17:45,1432,0.716
2020-11-13,18:15,1431.9,0.71595
2020-11-13,18:45,1431.2,0.7156
2020-11-13,19:15,1431.7,0.71585
2020-11-13,19:45,1431.8,0.7159
2020-11-13,20:15,1431.3,0.71565
2020-11-13,20:45,1432.8,0.7164
2020-11-13,21:15,1431.3,0.71565
2020-11-13,21:45,1432.8,0.7164
2020-11-13,22:15,1432.3,0.71615
2020-11-13,22:45,1432.2,0.7161
2020-11-13,23:15,1432.3,0.71615
2020-11-13,23:45,1432.4,0.7162
2020-11-14,0:15,1432.1,0.71605
2020-11-14,0:45,1433.3,0.71665
2020-11-14,1:15,1432,0.716
2020-11-14,1:45,1433,0.7165
2020-11-14,2:15,1432.8,0.7164
2020-11-14,2:45,1432.7,0.71635
2020-11-14,3:15,1432,0.716
2020-11-14,3:45,1433,0.7165
2020-11-14,4:15,1432.5,0.71625
2020-11-14,4:45,1433,0.7165
2020-11-14,5:15,1433.2,0.7166
2020-11-14,5:45,1433.3,0.71665
2020-11-14,6:15,1433,0.7165
2020-11-14,6:45,1433.1,0.71655
2020-11-14,7:15,1432.9,0.71645
2020-11-14,7:45,1432.6,0.7163
2020-11-14,8:15,1433.6,0.7168
2020-11-14,8:45,1433.6,0.7168
2020-11-14,9:15,1433.7,0.71685
2020-11-14,9:45,1433.2,0.7166
2020-11-14,10:15,1433.6,0.7168
2020-11-14,10:45,1433.5,0.71675
2020-11-14,11:15,1433.1,0.71655
2020-11-14,11:45,1433.5,0.71675
2020-11-14,12:15,1432.3,0.71615
2020-11-14,12:45,1432.5,0.71625
2020-11-14,13:15,1431.8,0.7159
2020-11-14,13:45,1431.1,0.71555
2020-11-14,14:15,1431.3,0.71565
2020-11-14,14:45,1431.9,0.71595
2020-11-14,15:15,1430.7,0.71535
2020-11-14,15:45,1430.7,0.71535
2020-11-14,16:15,1431.5,0.71575
2020-11-14,16:45,1430.8,0.7154
2020-11-14,17:15,1430.4,0.7152
2020-11-14,17:45,1430,0.715
2020-11-14,18:15,1430.3,0.71515
2020-11-14,18:45,1430.2,0.7151
2020-11-14,19:15,1430.9,0.71545
2020-11-14,19:45,1431.4,0.7157
2020-11-14,20:15,1431.7,0.71585
2020-11-14,20:45,1431.7,0.71585
2020-11-14,21:15,1431.3,0.71565
2020-11-14,21:45,1432.5,0.71625
2020-11-14,22:15,1432.3,0.71615
2020-11-14,22:45,1431.9,0.71595
2020-11-14,23:15,1432.5,0.71625
2020-11-14,23:45,1433,0.7165
2020-11-15,0:15,1433.3,0.71665
2020-11-15,0:45,1433.4,0.7167
2020-11-15,1:15,1433.3,0.71665
2020-11-15,1:45,1434.4,0.7172
2020-11-15,2:15,1433.6,0.7168
2020-11-15,2:45,1433.2,0.7166
2020-11-15,3:15,1434.1,0.71705
2020-11-15,3:45,1433.9,0.71695
2020-11-15,4:15,1434.3,0.71715
2020-11-15,4:45,1434.8,0.7174
2020-11-15,5:15,1434.6,0.7173
2020-11-15,5:45,1434.7,0.71735
2020-11-15,6:15,1434.8,0.7174
2020-11-15,6:45,1434.7,0.71735
2020-11-15,7:15,1434.8,0.7174
2020-11-15,7:45,1435.3,0.71765
2020-11-15,8:15,1435.3,0.71765
2020-11-15,8:45,1436,0.718
2020-11-15,9:15,1435.6,0.7178
2020-11-15,9:45,1437,0.7185
2020-11-15,10:15,1435.9,0.71795
2020-11-15,10:45,1435.6,0.7178
2020-11-15,11:15,1435.5,0.71775
2020-11-15,11:45,1436.3,0.71815
2020-11-15,12:15,1436.3,0.71815
2020-11-15,12:45,1435.1,0.71755
2020-11-15,13:15,1435,0.7175
2020-11-15,13:45,1433.4,0.7167
2020-11-15,14:15,1434.2,0.7171
2020-11-15,14:45,1434.3,0.71715
2020-11-15,15:15,1434.9,0.71745
2020-11-15,15:45,1434,0.717
2020-11-15,16:15,1433.7,0.71685
2020-11-15,16:45,1434.3,0.71715
2020-11-15,17:15,1433.1,0.71655
2020-11-15,17:45,1433.4,0.7167
2020-11-15,18:15,1433.6,0.7168
2020-11-15,18:45,1434,0.717
2020-11-15,19:15,1433.7,0.71685
2020-11-15,19:45,1434.3,0.71715
2020-11-15,20:15,1434.1,0.71705
2020-11-15,20:45,1434,0.717
2020-11-15,21:15,1433.9,0.71695
2020-11-15,21:45,1434.2,0.7171
2020-11-15,22:15,1433.8,0.7169
2020-11-15,22:45,1435.8,0.7179
2020-11-15,23:15,1434.5,0.71725
2020-11-15,23:45,1435.4,0.7177
2020-11-16,0:15,1435.1,0.71755
2020-11-16,0:45,1435.8,0.7179
2020-11-16,1:15,1435.4,0.7177
2020-11-16,1:45,1436,0.718
2020-11-16,2:15,1436.1,0.71805
2020-11-16,2:45,1436.3,0.71815
2020-11-16,3:15,1437.1,0.71855
2020-11-16,3:45,1436.6,0.7183
2020-11-16,4:15,1436,0.718
2020-11-16,4:45,1436.8,0.7184
2020-11-16,5:15,1435.7,0.71785
2020-11-16,5:45,1436.7,0.71835
2020-11-16,6:15,1437.5,0.71875
2020-11-16,6:45,1437.2,0.7186
2020-11-16,7:15,1438,0.719
2020-11-16,7:45,1437.6,0.7188
2020-11-16,8:15,1437.7,0.71885
2020-11-16,8:45,1438.6,0.7193
2020-11-16,9:15,1439.2,0.7196
2020-11-16,9:45,1439.8,0.7199
2020-11-16,10:15,1437.8,0.7189
2020-11-16,10:45,1438.1,0.71905
2020-11-16,11:15,1437.7,0.71885
2020-11-16,11:45,1438.8,0.7194
2020-11-16,12:15,1438.2,0.7191
2020-11-16,12:45,1438.4,0.7192
2020-11-16,13:15,1438.3,0.71915
2020-11-16,13:45,1437.3,0.71865
2020-11-16,14:15,1437,0.7185
2020-11-16,14:45,1436.8,0.7184
2020-11-16,15:15,1437.2,0.7186
2020-11-16,15:45,1436.2,0.7181
2020-11-16,16:15,1436.8,0.7184
2020-11-16,16:45,1436.7,0.71835
2020-11-16,17:15,1437.5,0.71875
2020-11-16,17:45,1439.2,0.7196
2020-11-16,18:15,1439.7,0.71985
2020-11-16,18:45,1439.2,0.7196
2020-11-16,19:15,1438.6,0.7193
2020-11-16,19:45,1438.7,0.71935
2020-11-16,20:15,1438.6,0.7193
2020-11-16,20:45,1439,0.7195
2020-11-16,21:15,1439.1,0.71955
2020-11-16,21:45,1439.3,0.71965
2020-11-16,22:15,1439,0.7195
2020-11-16,22:45,1428.8,0.7144
2020-11-16,23:15,1440.3,0.72015
2020-11-16,23:45,1439.8,0.7199
2020-11-17,0:15,1438.7,0.71935
2020-11-17,0:45,1440.3,0.72015
2020-11-17,1:15,1439.1,0.71955
2020-11-17,1:45,1440.1,0.72005
2020-11-17,2:15,1439,0.7195
2020-11-17,2:45,1439.5,0.71975
2020-11-17,3:15,1439.6,0.7198
2020-11-17,3:45,1439.6,0.7198
2020-11-17,4:15,1440.1,0.72005
2020-11-17,4:45,1439.4,0.7197
2020-11-17,5:15,1440.2,0.7201
2020-11-17,5:45,1440.9,0.72045
2020-11-17,6:15,1441.1,0.72055
2020-11-17,6:45,1441.5,0.72075
2020-11-17,7:15,1441.8,0.7209
2020-11-17,7:45,1440.7,0.72035
2020-11-17,8:15,1440.7,0.72035
2020-11-17,8:45,1441.2,0.7206
2020-11-17,9:15,1440.4,0.7202
2020-11-17,9:45,1441.1,0.72055
2020-11-17,10:15,1438.2,0.7191
2020-11-17,10:45,1438.1,0.71905
2020-11-17,11:15,1440.6,0.7203
2020-11-17,11:45,1440.7,0.72035
2020-11-17,12:15,1440.7,0.72035
2020-11-17,12:45,1440.7,0.72035
2020-11-17,13:15,1439.5,0.71975
2020-11-17,13:45,1439.3,0.71965
2020-11-17,14:15,1438.6,0.7193
2020-11-17,14:45,1438,0.719
2020-11-17,15:15,1438,0.719
2020-11-17,15:45,1437.8,0.7189
2020-11-17,16:15,1437.8,0.7189
2020-11-17,16:45,1437.9,0.71895
2020-11-17,17:15,1437.3,0.71865
2020-11-17,17:45,1437.8,0.7189
2020-11-17,18:15,1437.3,0.71865
2020-11-17,18:45,1437.6,0.7188
2020-11-17,19:15,1438.1,0.71905
2020-11-17,19:45,1437.9,0.71895
2020-11-17,20:15,1438.1,0.71905
2020-11-17,20:45,1438.3,0.71915
2020-11-17,21:15,1438.1,0.71905
2020-11-17,21:45,1438.1,0.71905
2020-11-17,22:15,1438.5,0.71925
2020-11-17,22:45,1438.1,0.71905
2020-11-17,23:15,1438.8,0.7194
2020-11-17,23:45,1438,0.719
2020-11-18,0:15,1438,0.719
2020-11-18,0:45,1439,0.7195
2020-11-18,1:15,1439.2,0.7196
2020-11-18,1:45,1438.8,0.7194
2020-11-18,2:15,1438.9,0.71945
2020-11-18,2:45,1439.5,0.71975
2020-11-18,3:15,1439.1,0.71955
2020-11-18,3:45,1439.9,0.71995
2020-11-18,4:15,1439.8,0.7199
2020-11-18,4:45,1440.3,0.72015
2020-11-18,5:15,1441.1,0.72055
2020-11-18,5:45,1440.5,0.72025
2020-11-18,6:15,1440.9,0.72045
2020-11-18,6:45,1441,0.7205
2020-11-18,7:15,1440.7,0.72035
2020-11-18,7:45,1441.2,0.7206
2020-11-18,8:15,1440.8,0.7204
2020-11-18,8:45,1440.6,0.7203
2020-11-18,9:15,1441.3,0.72065
2020-11-18,9:45,1440.5,0.72025
2020-11-18,10:15,1440.5,0.72025
2020-11-18,10:45,1440.4,0.7202
2020-11-18,11:15,1441,0.7205
2020-11-18,11:45,1440.3,0.72015
2020-11-18,12:15,1441,0.7205
2020-11-18,12:45,1437.7,0.71885
2020-11-18,13:15,1438.9,0.71945
2020-11-18,13:45,1437.7,0.71885
2020-11-18,14:15,1437.4,0.7187
2020-11-18,14:45,1427.3,0.71365
2020-11-18,15:15,1437.6,0.7188
2020-11-18,15:45,1436.9,0.71845
2020-11-18,16:15,1436.6,0.7183
2020-11-18,16:45,1436.8,0.7184
2020-11-18,17:15,1437.2,0.7186
2020-11-18,17:45,1437.4,0.7187
2020-11-18,18:15,1437.5,0.71875
2020-11-18,18:45,1438.1,0.71905
2020-11-18,19:15,1439,0.7195
2020-11-18,19:45,1439.2,0.7196
2020-11-18,20:15,1439.8,0.7199
2020-11-18,20:45,1439.9,0.71995
2020-11-18,21:15,1442.7,0.72135
2020-11-18,21:45,1442.5,0.72125
2020-11-18,22:15,1443.6,0.7218
2020-11-18,22:45,1443.4,0.7217
2020-11-18,23:15,1444.2,0.7221
2020-11-18,23:45,1444.8,0.7224
2020-11-19,0:15,1445.1,0.72255
2020-11-19,0:45,1444.5,0.72225
2020-11-19,1:15,1446,0.723
2020-11-19,1:45,1445.6,0.7228
2020-11-19,2:15,1445.9,0.72295
2020-11-19,2:45,1446,0.723
2020-11-19,3:15,1445.5,0.72275
2020-11-19,3:45,1445.8,0.7229
2020-11-19,4:15,1445.9,0.72295
2020-11-19,4:45,1445.5,0.72275
2020-11-19,5:15,1446.7,0.72335
2020-11-19,5:45,1446.1,0.72305
2020-11-19,6:15,1446,0.723
2020-11-19,6:45,1446.3,0.72315
2020-11-19,7:15,1446.6,0.7233
2020-11-19,7:45,1446.5,0.72325
2020-11-19,8:15,1446.7,0.72335
2020-11-19,8:45,1445.7,0.72285
2020-11-19,9:15,1447.1,0.72355
2020-11-19,9:45,1447.5,0.72375
2020-11-19,10:15,1446.8,0.7234
2020-11-19,10:45,1447.2,0.7236
2020-11-19,11:15,1447.3,0.72365
2020-11-19,11:45,1446,0.723
2020-11-19,12:15,1446.5,0.72325
2020-11-19,12:45,1445,0.7225
2020-11-19,13:15,1445.2,0.7226
2020-11-19,13:45,1443.9,0.72195
2020-11-19,14:15,1444.1,0.72205
2020-11-19,14:45,1443.3,0.72165
2020-11-19,15:15,1442.4,0.7212
2020-11-19,15:45,1442.1,0.72105
2020-11-19,16:15,1442.6,0.7213
2020-11-19,16:45,1442.3,0.72115
2020-11-19,17:15,1442.6,0.7213
2020-11-19,17:45,1442.1,0.72105
2020-11-19,18:15,1442.4,0.7212
2020-11-19,18:45,1441.6,0.7208
2020-11-19,19:15,1442.1,0.72105
2020-11-19,19:45,1442.2,0.7211
2020-11-19,20:15,1442.3,0.72115
2020-11-19,20:45,1443,0.7215
2020-11-19,21:15,1442.7,0.72135
2020-11-19,21:45,1442.7,0.72135
2020-11-19,22:15,1443.5,0.72175
2020-11-19,22:45,1443.8,0.7219
2020-11-19,23:15,1443.2,0.7216
2020-11-19,23:45,1443.6,0.7218
2020-11-20,0:15,1443.1,0.72155
2020-11-20,0:45,1443.3,0.72165
2020-11-20,1:15,1444.7,0.72235
2020-11-20,1:45,1443.9,0.72195
2020-11-20,2:15,1444.2,0.7221
2020-11-20,2:45,1443.6,0.7218
2020-11-20,3:15,1444.4,0.7222
2020-11-20,3:45,1444.1,0.72205
2020-11-20,4:15,1444.5,0.72225
2020-11-20,4:45,1444.4,0.7222
2020-11-20,5:15,1444.8,0.7224
2020-11-20,5:45,1444.5,0.72225
2020-11-20,6:15,1445.2,0.7226
2020-11-20,6:45,1445.2,0.7226
2020-11-20,7:15,1445.8,0.7229
2020-11-20,7:45,1446,0.723
2020-11-20,8:15,1446.2,0.7231
2020-11-20,8:45,1446.3,0.72315
2020-11-20,9:15,1446.6,0.7233
2020-11-20,9:45,1446.6,0.7233
2020-11-20,10:15,1447,0.7235
2020-11-20,10:45,1447,0.7235
2020-11-20,11:15,1447.3,0.72365
2020-11-20,11:45,1446.7,0.72335
2020-11-20,12:15,1446.8,0.7234
2020-11-20,12:45,1445.9,0.72295
2020-11-20,13:15,1444.9,0.72245
2020-11-20,13:45,1445.2,0.7226
2020-11-20,14:15,1444.3,0.72215
2020-11-20,14:45,1443.3,0.72165
2020-11-20,15:15,1442.4,0.7212
2020-11-20,15:45,1442.6,0.7213
2020-11-20,16:15,1442,0.721
2020-11-20,16:45,1443.1,0.72155
2020-11-20,17:15,1443.3,0.72165
2020-11-20,17:45,1443.7,0.72185
2020-11-20,18:15,1443.9,0.72195
2020-11-20,18:45,1444,0.722
2020-11-20,19:15,1443.8,0.7219
2020-11-20,19:45,1443.4,0.7217
2020-11-20,20:15,1443.7,0.72185
2020-11-20,20:45,1444,0.722
2020-11-20,21:15,1443.7,0.72185
2020-11-20,21:45,1444.1,0.72205
2020-11-20,22:15,1445,0.7225
2020-11-20,22:45,1444.2,0.7221
2020-11-20,23:15,1444.8,0.7224
2020-11-20,23:45,1444.9,0.72245
2020-11-21,0:15,1444.3,0.72215
2020-11-21,0:45,1444.6,0.7223
2020-11-21,1:15,1446.3,0.72315
2020-11-21,1:45,1446.4,0.7232
2020-11-21,2:15,1445.8,0.7229
2020-11-21,2:45,1446,0.723
2020-11-21,3:15,1447.2,0.7236
2020-11-21,3:45,1446.1,0.72305
2020-11-21,4:15,1446.7,0.72335
2020-11-21,4:45,1446.8,0.7234
2020-11-21,5:15,1440.9,0.72045
2020-11-21,5:45,1447.3,0.72365
2020-11-21,6:15,1447.6,0.7238
2020-11-21,6:45,1448,0.724
2020-11-21,7:15,1447.2,0.7236
2020-11-21,7:45,1447.8,0.7239
2020-11-21,8:15,1447.6,0.7238
2020-11-21,8:45,1448.3,0.72415
2020-11-21,9:15,1448.8,0.7244
2020-11-21,9:45,1447.8,0.7239
2020-11-21,10:15,1449,0.7245
2020-11-21,10:45,1448,0.724
2020-11-21,11:15,1448.5,0.72425
2020-11-21,11:45,1447.7,0.72385
2020-11-21,12:15,1447.7,0.72385
2020-11-21,12:45,1447.3,0.72365
2020-11-21,13:15,1446.3,0.72315
2020-11-21,13:45,1446.2,0.7231
2020-11-21,14:15,1445.2,0.7226
2020-11-21,14:45,1444.4,0.7222
2020-11-21,15:15,1445.2,0.7226
2020-11-21,15:45,1443.7,0.72185
2020-11-21,16:15,1443.7,0.72185
2020-11-21,16:45,1444.2,0.7221
2020-11-21,17:15,1444,0.722
2020-11-21,17:45,1443.9,0.72195
2020-11-21,18:15,1445.5,0.72275
2020-11-21,18:45,1444.8,0.7224
2020-11-21,19:15,1444.8,0.7224
2020-11-21,19:45,1445.4,0.7227
2020-11-21,20:15,1445.6,0.7228
2020-11-21,20:45,1446.6,0.7233
2020-11-21,21:15,1445.8,0.7229
2020-11-21,21:45,1447,0.7235
2020-11-21,22:15,1447.4,0.7237
2020-11-21,22:45,1447.8,0.7239
2020-11-21,23:15,1447.4,0.7237
2020-11-21,23:45,1447.9,0.72395
2020-11-22,0:15,1447.5,0.72375
2020-11-22,0:45,1447.8,0.7239
2020-11-22,1:15,1448.9,0.72445
2020-11-22,1:45,1449.6,0.7248
2020-11-22,2:15,1450,0.725
2020-11-22,2:45,1449.8,0.7249
2020-11-22,3:15,1450,0.725
2020-11-22,3:45,1450.3,0.72515
2020-11-22,4:15,1450.6,0.7253
2020-11-22,4:45,1451.1,0.72555
2020-11-22,5:15,1450.7,0.72535
2020-11-22,5:45,1451.2,0.7256
2020-11-22,6:15,1452,0.726
2020-11-22,6:45,1451.4,0.7257
2020-11-22,7:15,1451.6,0.7258
2020-11-22,7:45,1452.5,0.72625
2020-11-22,8:15,1453,0.7265
2020-11-22,8:45,1452.7,0.72635
2020-11-22,9:15,1453.3,0.72665
2020-11-22,9:45,1452.9,0.72645
2020-11-22,10:15,1453,0.7265
2020-11-22,10:45,1453.3,0.72665
2020-11-22,11:15,1452.6,0.7263
2020-11-22,11:45,1453.1,0.72655
2020-11-22,12:15,1452.6,0.7263
2020-11-22,12:45,1453,0.7265
2020-11-22,13:15,1452.3,0.72615
2020-11-22,13:45,1453,0.7265
2020-11-22,14:15,1451.7,0.72585
2020-11-22,14:45,1452,0.726
2020-11-22,15:15,1451.7,0.72585
2020-11-22,15:45,1451.8,0.7259
2020-11-22,16:15,1451.8,0.7259
2020-11-22,16:45,1452.2,0.7261
2020-11-22,17:15,1451.8,0.7259
2020-11-22,17:45,1451.5,0.72575
2020-11-22,18:15,1452.2,0.7261
2020-11-22,18:45,1452.8,0.7264
2020-11-22,19:15,1453,0.7265
2020-11-22,19:45,1452.8,0.7264
2020-11-22,20:15,1452.5,0.72625
2020-11-22,20:45,1452.7,0.72635
2020-11-22,21:15,1453.1,0.72655
2020-11-22,21:45,1453.1,0.72655
2020-11-22,22:15,1453.8,0.7269
2020-11-22,22:45,1453.7,0.72685
2020-11-22,23:15,1453.4,0.7267
2020-11-22,23:45,1454.1,0.72705
2020-11-23,0:15,1454.1,0.72705
2020-11-23,0:45,1453.9,0.72695
2020-11-23,1:15,1453.4,0.7267
2020-11-23,1:45,1453.4,0.7267
2020-11-23,2:15,1453.8,0.7269
2020-11-23,2:45,1453.8,0.7269
2020-11-23,3:15,1453.8,0.7269
2020-11-23,3:45,1453.6,0.7268
2020-11-23,4:15,1453.6,0.7268
2020-11-23,4:45,1453.6,0.7268
2020-11-23,5:15,1454.4,0.7272
2020-11-23,5:45,1455,0.7275
2020-11-23,6:15,1455,0.7275
2020-11-23,6:45,1454.4,0.7272
2020-11-23,7:15,1455.4,0.7277
2020-11-23,7:45,1454.9,0.72745
2020-11-23,8:15,1455.6,0.7278
2020-11-23,8:45,1455.3,0.72765
2020-11-23,9:15,1455.9,0.72795
2020-11-23,9:45,1454.5,0.72725
2020-11-23,10:15,1454.7,0.72735
2020-11-23,10:45,1455,0.7275
2020-11-23,11:15,1454,0.727
2020-11-23,11:45,1454.7,0.72735
2020-11-23,12:15,1454.3,0.72715
2020-11-23,12:45,1453.4,0.7267
2020-11-23,13:15,1453.2,0.7266
2020-11-23,13:45,1454,0.727
2020-11-23,14:15,1452.8,0.7264
2020-11-23,14:45,1452.5,0.72625
2020-11-23,15:15,1452.5,0.72625
2020-11-23,15:45,1451.4,0.7257
2020-11-23,16:15,1451.5,0.72575
2020-11-23,16:45,1451.4,0.7257
2020-11-23,17:15,1451.7,0.72585
2020-11-23,17:45,1451.5,0.72575
2020-11-23,18:15,1452,0.726
2020-11-23,18:45,1452.3,0.72615
2020-11-23,19:15,1452,0.726
2020-11-23,19:45,1453,0.7265
2020-11-23,20:15,1452.2,0.7261
2020-11-23,20:45,1453.1,0.72655
2020-11-23,21:15,1453,0.7265
2020-11-23,21:45,1453.7,0.72685
2020-11-23,22:15,1454.5,0.72725
2020-11-23,22:45,1454.5,0.72725
2020-11-23,23:15,1455.5,0.72775
2020-11-23,23:45,1454.6,0.7273
2020-11-24,0:15,1456,0.728
2020-11-24,0:45,1455.1,0.72755
2020-11-24,1:15,1456.7,0.72835
2020-11-24,1:45,1456.4,0.7282
2020-11-24,2:15,1456.1,0.72805
2020-11-24,2:45,1456.4,0.7282
2020-11-24,3:15,1457,0.7285
2020-11-24,3:45,1456.8,0.7284
2020-11-24,4:15,1456.6,0.7283
2020-11-24,4:45,1456.7,0.72835
2020-11-24,5:15,1457.3,0.72865
2020-11-24,5:45,1457.7,0.72885
2020-11-24,6:15,1456,0.728
2020-11-24,6:45,1455.8,0.7279
2020-11-24,7:15,1458.3,0.72915
2020-11-24,7:45,1458.6,0.7293
2020-11-24,8:15,1458.1,0.72905
2020-11-24,8:45,1458.6,0.7293
2020-11-24,9:15,1458.6,0.7293
2020-11-24,9:45,1458.4,0.7292
2020-11-24,10:15,1458.4,0.7292
2020-11-24,10:45,1457.8,0.7289
2020-11-24,11:15,1457.7,0.72885
2020-11-24,11:45,1457.4,0.7287
2020-11-24,12:15,1457.2,0.7286
2020-11-24,12:45,1457,0.7285
2020-11-24,13:15,1456.4,0.7282
2020-11-24,13:45,1456.6,0.7283
2020-11-24,14:15,1455.9,0.72795
2020-11-24,14:45,1455.5,0.72775
2020-11-24,15:15,1455.3,0.72765
2020-11-24,15:45,1455.5,0.72775
2020-11-24,16:15,1455.6,0.7278
2020-11-24,16:45,1455.1,0.72755
2020-11-24,17:15,1455.1,0.72755
2020-11-24,17:45,1455.8,0.7279
2020-11-24,18:15,1455.8,0.7279
2020-11-24,18:45,1455.2,0.7276
2020-11-24,19:15,1455.6,0.7278
2020-11-24,19:45,1456.4,0.7282
2020-11-24,20:15,1456.3,0.72815
2020-11-24,20:45,1456.4,0.7282
2020-11-24,21:15,1456.6,0.7283
2020-11-24,21:45,1456.9,0.72845
2020-11-24,22:15,1457.6,0.7288
2020-11-24,22:45,1457.4,0.7287
2020-11-24,23:15,1457,0.7285
2020-11-24,23:45,1457.3,0.72865
2020-11-25,0:15,1457.3,0.72865
2020-11-25,0:45,1457.1,0.72855
2020-11-25,1:15,1457.6,0.7288
2020-11-25,1:45,1457.2,0.7286
2020-11-25,2:15,1457.6,0.7288
2020-11-25,2:45,1456.8,0.7284
2020-11-25,3:15,1457.7,0.72885
2020-11-25,3:45,1457.8,0.7289
2020-11-25,4:15,1457.7,0.72885
2020-11-25,4:45,1456.9,0.72845
2020-11-25,5:15,1457.9,0.72895
2020-11-25,5:45,1457.7,0.72885
2020-11-25,6:15,1457.8,0.7289
2020-11-25,6:45,1458.1,0.72905
2020-11-25,7:15,1458.3,0.72915
2020-11-25,7:45,1458.6,0.7293
2020-11-25,8:15,1457.8,0.7289
2020-11-25,8:45,1457.4,0.7287
2020-11-25,9:15,1456.2,0.7281
2020-11-25,9:45,1457.6,0.7288
2020-11-25,10:15,1452.4,0.7262
2020-11-25,10:45,1458.2,0.7291
2020-11-25,11:15,1458.7,0.72935
2020-11-25,11:45,1458.5,0.72925
2020-11-25,12:15,1458.2,0.7291
2020-11-25,12:45,1458.3,0.72915
2020-11-25,13:15,1457.9,0.72895
2020-11-25,13:45,1458.2,0.7291
2020-11-25,14:15,1457.2,0.7286
2020-11-25,14:45,1457,0.7285
2020-11-25,15:15,1456.5,0.72825
2020-11-25,15:45,1455.7,0.72785
2020-11-25,16:15,1456.1,0.72805
2020-11-25,16:45,1456.1,0.72805
2020-11-25,17:15,1455,0.7275
2020-11-25,17:45,1454.4,0.7272
2020-11-25,18:15,1455.2,0.7276
2020-11-25,18:45,1455.7,0.72785
2020-11-25,19:15,1454.9,0.72745
2020-11-25,19:45,1455.6,0.7278
2020-11-25,20:15,1455.4,0.7277
2020-11-25,20:45,1455.3,0.72765
2020-11-25,21:15,1456.1,0.72805
2020-11-25,21:45,1456.6,0.7283
2020-11-25,22:15,1455.4,0.7277
2020-11-25,22:45,1456.3,0.72815
2020-11-25,23:15,1456.4,0.7282
2020-11-25,23:45,1456.3,0.72815
2020-11-26,0:15,1456.8,0.7284
2020-11-26,0:45,1456.9,0.72845
