date,time,specific_cond_mS.cm,salinity_ppt
2020-08-12,16:45,1566.7,0.78335
2020-08-12,17:15,1567,0.7835
2020-08-12,17:45,1566.4,0.7832
2020-08-12,18:15,1567.1,0.78355
2020-08-12,18:45,1568,0.784
2020-08-12,19:15,1568,0.784
2020-08-12,19:45,1568,0.784
2020-08-12,20:15,1568.1,0.78405
2020-08-12,20:45,1568.9,0.78445
2020-08-12,21:15,1568.6,0.7843
2020-08-12,21:45,1569.1,0.78455
2020-08-12,22:15,1568.7,0.78435
2020-08-12,22:45,1569.1,0.78455
2020-08-12,23:15,1568.9,0.78445
2020-08-12,23:45,1568.1,0.78405
2020-08-13,0:15,1568.3,0.78415
2020-08-13,0:45,1566.9,0.78345
2020-08-13,1:15,1567.9,0.78395
2020-08-13,1:45,1566.2,0.7831
2020-08-13,2:15,1565.8,0.7829
2020-08-13,2:45,1564.2,0.7821
2020-08-13,3:15,1563.5,0.78175
2020-08-13,3:45,1563.3,0.78165
2020-08-13,4:15,1563.2,0.7816
2020-08-13,4:45,1563,0.7815
2020-08-13,5:15,1562.5,0.78125
2020-08-13,5:45,1562.4,0.7812
2020-08-13,6:15,1561.9,0.78095
2020-08-13,6:45,1561.5,0.78075
2020-08-13,7:15,1560.3,0.78015
2020-08-13,7:45,1559.1,0.77955
2020-08-13,8:15,1558.1,0.77905
2020-08-13,8:45,1556.4,0.7782
2020-08-13,9:15,1554.6,0.7773
2020-08-13,9:45,1551.6,0.7758
2020-08-13,10:15,1549.7,0.77485
2020-08-13,10:45,1547.1,0.77355
2020-08-13,11:15,1546.2,0.7731
2020-08-13,11:45,1545.1,0.77255
2020-08-13,12:15,1542.8,0.7714
2020-08-13,12:45,1541.7,0.77085
2020-08-13,13:15,1537.8,0.7689
2020-08-13,13:45,1536.8,0.7684
2020-08-13,14:15,1535.9,0.76795
2020-08-13,14:45,1535,0.7675
2020-08-13,15:15,1535.3,0.76765
2020-08-13,15:45,1534.9,0.76745
2020-08-13,16:15,1534.5,0.76725
2020-08-13,16:45,1534.8,0.7674
2020-08-13,17:15,1535.4,0.7677
2020-08-13,17:45,1536.1,0.76805
2020-08-13,18:15,1537.1,0.76855
2020-08-13,18:45,1537.8,0.7689
2020-08-13,19:15,1538.6,0.7693
2020-08-13,19:45,1539.2,0.7696
2020-08-13,20:15,1539.2,0.7696
2020-08-13,20:45,1539.2,0.7696
2020-08-13,21:15,1540,0.77
2020-08-13,21:45,1540.6,0.7703
2020-08-13,22:15,1540.6,0.7703
2020-08-13,22:45,1541.7,0.77085
2020-08-13,23:15,1541.9,0.77095
2020-08-13,23:45,1542,0.771
2020-08-14,0:15,1542.5,0.77125
2020-08-14,0:45,1541.5,0.77075
2020-08-14,1:15,1541.7,0.77085
2020-08-14,1:45,1541.4,0.7707
2020-08-14,2:15,1541.2,0.7706
2020-08-14,2:45,1540.8,0.7704
2020-08-14,3:15,1540.3,0.77015
2020-08-14,3:45,1536.4,0.7682
2020-08-14,4:15,1536.2,0.7681
2020-08-14,4:45,1535.3,0.76765
2020-08-14,5:15,1535.5,0.76775
2020-08-14,5:45,1535.9,0.76795
2020-08-14,6:15,1536.2,0.7681
2020-08-14,6:45,1535.2,0.7676
2020-08-14,7:15,1534.9,0.76745
2020-08-14,7:45,1534.1,0.76705
2020-08-14,8:15,1533.7,0.76685
2020-08-14,8:45,1532.3,0.76615
2020-08-14,9:15,1531.5,0.76575
2020-08-14,9:45,1530.2,0.7651
2020-08-14,10:15,1529.5,0.76475
2020-08-14,10:45,1528.5,0.76425
2020-08-14,11:15,1527.2,0.7636
2020-08-14,11:45,1526.5,0.76325
2020-08-14,12:15,1524.4,0.7622
2020-08-14,12:45,1523,0.7615
2020-08-14,13:15,1521.2,0.7606
2020-08-14,13:45,1521.8,0.7609
2020-08-14,14:15,1520.4,0.7602
2020-08-14,14:45,1519.9,0.75995
2020-08-14,15:15,1520.1,0.76005
2020-08-14,15:45,1519.4,0.7597
2020-08-14,16:15,1519.7,0.75985
2020-08-14,16:45,1519.5,0.75975
2020-08-14,17:15,1520.8,0.7604
2020-08-14,17:45,1521.3,0.76065
2020-08-14,18:15,1522.5,0.76125
2020-08-14,18:45,1522.8,0.7614
2020-08-14,19:15,1523.9,0.76195
2020-08-14,19:45,1524.5,0.76225
2020-08-14,20:15,1525.3,0.76265
2020-08-14,20:45,1525,0.7625
2020-08-14,21:15,1526,0.763
2020-08-14,21:45,1526.1,0.76305
2020-08-14,22:15,1526.6,0.7633
2020-08-14,22:45,1527.7,0.76385
2020-08-14,23:15,1528.1,0.76405
2020-08-14,23:45,1529.2,0.7646
2020-08-15,0:15,1530.1,0.76505
2020-08-15,0:45,1529.9,0.76495
2020-08-15,1:15,1530.5,0.76525
2020-08-15,1:45,1530.5,0.76525
2020-08-15,2:15,1529.7,0.76485
2020-08-15,2:45,1529.7,0.76485
2020-08-15,3:15,1530.3,0.76515
2020-08-15,3:45,1528.9,0.76445
2020-08-15,4:15,1530.5,0.76525
2020-08-15,4:45,1530.9,0.76545
2020-08-15,5:15,1530.9,0.76545
2020-08-15,5:45,1530.9,0.76545
2020-08-15,6:15,1531.1,0.76555
2020-08-15,6:45,1531.5,0.76575
2020-08-15,7:15,1531.6,0.7658
2020-08-15,7:45,1530.6,0.7653
2020-08-15,8:15,1530.7,0.76535
2020-08-15,8:45,1530.4,0.7652
2020-08-15,9:15,1530.2,0.7651
2020-08-15,9:45,1529.3,0.76465
2020-08-15,10:15,1529.2,0.7646
2020-08-15,10:45,1528.4,0.7642
2020-08-15,11:15,1528.2,0.7641
2020-08-15,11:45,1525.9,0.76295
2020-08-15,12:15,1525,0.7625
2020-08-15,12:45,1523.3,0.76165
2020-08-15,13:15,1521.7,0.76085
2020-08-15,13:45,1521.9,0.76095
2020-08-15,14:15,1520.4,0.7602
2020-08-15,14:45,1519.9,0.75995
2020-08-15,15:15,1519.4,0.7597
2020-08-15,15:45,1518.5,0.75925
2020-08-15,16:15,1518.3,0.75915
2020-08-15,16:45,1518.8,0.7594
2020-08-15,17:15,1519,0.7595
2020-08-15,17:45,1520,0.76
2020-08-15,18:15,1519.5,0.75975
2020-08-15,18:45,1520.5,0.76025
2020-08-15,19:15,1521.9,0.76095
2020-08-15,19:45,1521.9,0.76095
2020-08-15,20:15,1522.9,0.76145
2020-08-15,20:45,1523.6,0.7618
2020-08-15,21:15,1523.7,0.76185
2020-08-15,21:45,1524.9,0.76245
2020-08-15,22:15,1525.8,0.7629
2020-08-15,22:45,1526.8,0.7634
2020-08-15,23:15,1527.1,0.76355
2020-08-15,23:45,1528.3,0.76415
2020-08-16,0:15,1528.5,0.76425
2020-08-16,0:45,1528.7,0.76435
2020-08-16,1:15,1528.4,0.7642
2020-08-16,1:45,1528.7,0.76435
2020-08-16,2:15,1528.9,0.76445
2020-08-16,2:45,1529.2,0.7646
2020-08-16,3:15,1528.9,0.76445
2020-08-16,3:45,1529.1,0.76455
2020-08-16,4:15,1528.5,0.76425
2020-08-16,4:45,1567,0.7835
2020-08-16,5:15,1565.6,0.7828
2020-08-16,5:45,1563.5,0.78175
2020-08-16,6:15,1562.5,0.78125
2020-08-16,6:45,1560.8,0.7804
2020-08-16,7:15,1559.6,0.7798
2020-08-16,7:45,1558.3,0.77915
2020-08-16,8:15,1557,0.7785
2020-08-16,8:45,1550.5,0.77525
2020-08-16,9:15,1548.5,0.77425
2020-08-16,9:45,1546.2,0.7731
2020-08-16,10:15,1543.9,0.77195
2020-08-16,10:45,1540.7,0.77035
2020-08-16,11:15,1539.2,0.7696
2020-08-16,11:45,1536,0.768
2020-08-16,12:15,1533.4,0.7667
2020-08-16,12:45,1531.8,0.7659
2020-08-16,13:15,1530.1,0.76505
2020-08-16,13:45,1527.9,0.76395
2020-08-16,14:15,1525.7,0.76285
2020-08-16,14:45,1523.9,0.76195
2020-08-16,15:15,1522.3,0.76115
2020-08-16,15:45,1520.2,0.7601
2020-08-16,16:15,1519.2,0.7596
2020-08-16,16:45,1518.2,0.7591
2020-08-16,17:15,1518.9,0.75945
2020-08-16,17:45,1518.9,0.75945
2020-08-16,18:15,1518.8,0.7594
2020-08-16,18:45,1519.1,0.75955
2020-08-16,19:15,1519.6,0.7598
2020-08-16,19:45,1519.3,0.75965
2020-08-16,20:15,1519.6,0.7598
2020-08-16,20:45,1518,0.759
2020-08-16,21:15,1518.1,0.75905
2020-08-16,21:45,1518.7,0.75935
2020-08-16,22:15,1518,0.759
2020-08-16,22:45,1518.9,0.75945
2020-08-16,23:15,1519.4,0.7597
2020-08-16,23:45,1518.3,0.75915
2020-08-17,0:15,1517.3,0.75865
2020-08-17,0:45,1517.5,0.75875
2020-08-17,1:15,1516.9,0.75845
2020-08-17,1:45,1516.5,0.75825
2020-08-17,2:15,1516.3,0.75815
2020-08-17,2:45,1515.3,0.75765
2020-08-17,3:15,1515.5,0.75775
2020-08-17,3:45,1514.5,0.75725
2020-08-17,4:15,1514.1,0.75705
2020-08-17,4:45,1513.2,0.7566
2020-08-17,5:15,1513.3,0.75665
2020-08-17,5:45,1512.8,0.7564
2020-08-17,6:15,1512,0.756
2020-08-17,6:45,1512.1,0.75605
2020-08-17,7:15,1511.2,0.7556
2020-08-17,7:45,1511.2,0.7556
2020-08-17,8:15,1510,0.755
2020-08-17,8:45,1509.1,0.75455
2020-08-17,9:15,1508.7,0.75435
2020-08-17,9:45,1506.9,0.75345
2020-08-17,10:15,1504.9,0.75245
2020-08-17,10:45,1503.2,0.7516
2020-08-17,11:15,1501.7,0.75085
2020-08-17,11:45,1500,0.75
2020-08-17,12:15,1498.1,0.74905
2020-08-17,12:45,1496.5,0.74825
2020-08-17,13:15,1493.7,0.74685
2020-08-17,13:45,1493.3,0.74665
2020-08-17,14:15,1492.1,0.74605
2020-08-17,14:45,1490.9,0.74545
2020-08-17,15:15,1490.6,0.7453
2020-08-17,15:45,1490.6,0.7453
2020-08-17,16:15,1491.3,0.74565
2020-08-17,16:45,1491.4,0.7457
2020-08-17,17:15,1491.3,0.74565
2020-08-17,17:45,1492.6,0.7463
2020-08-17,18:15,1493.3,0.74665
2020-08-17,18:45,1493,0.7465
2020-08-17,19:15,1493.2,0.7466
2020-08-17,19:45,1492.4,0.7462
2020-08-17,20:15,1493.1,0.74655
2020-08-17,20:45,1493.2,0.7466
2020-08-17,21:15,1494,0.747
2020-08-17,21:45,1494.5,0.74725
2020-08-17,22:15,1494.2,0.7471
2020-08-17,22:45,1494.3,0.74715
2020-08-17,23:15,1494.1,0.74705
2020-08-17,23:45,1494.1,0.74705
2020-08-18,0:15,1494.2,0.7471
2020-08-18,0:45,1492.9,0.74645
2020-08-18,1:15,1493.1,0.74655
2020-08-18,1:45,1492.7,0.74635
2020-08-18,2:15,1492.3,0.74615
2020-08-18,2:45,1491.6,0.7458
2020-08-18,3:15,1492.1,0.74605
2020-08-18,3:45,1491.8,0.7459
2020-08-18,4:15,1491.7,0.74585
2020-08-18,4:45,1491.7,0.74585
2020-08-18,5:15,1491.9,0.74595
2020-08-18,5:45,1491.4,0.7457
2020-08-18,6:15,1491.2,0.7456
2020-08-18,6:45,1491,0.7455
2020-08-18,7:15,1491,0.7455
2020-08-18,7:45,1491,0.7455
2020-08-18,8:15,1490.1,0.74505
2020-08-18,8:45,1489.2,0.7446
2020-08-18,9:15,1487.9,0.74395
2020-08-18,9:45,1486.6,0.7433
2020-08-18,10:15,1485.1,0.74255
2020-08-18,10:45,1484.6,0.7423
2020-08-18,11:15,1482.5,0.74125
2020-08-18,11:45,1481.5,0.74075
2020-08-18,12:15,1480.2,0.7401
2020-08-18,12:45,1478.6,0.7393
2020-08-18,13:15,1476.8,0.7384
2020-08-18,13:45,1476.6,0.7383
2020-08-18,14:15,1475.1,0.73755
2020-08-18,14:45,1474.3,0.73715
2020-08-18,15:15,1473.7,0.73685
2020-08-18,15:45,1472.8,0.7364
2020-08-18,16:15,1473.3,0.73665
2020-08-18,16:45,1473.6,0.7368
2020-08-18,17:15,1473.9,0.73695
2020-08-18,17:45,1474.7,0.73735
2020-08-18,18:15,1475.5,0.73775
2020-08-18,18:45,1475.8,0.7379
2020-08-18,19:15,1476.5,0.73825
2020-08-18,19:45,1477.3,0.73865
2020-08-18,20:15,1477.1,0.73855
2020-08-18,20:45,1477.7,0.73885
2020-08-18,21:15,1477.8,0.7389
2020-08-18,21:45,1479.1,0.73955
2020-08-18,22:15,1479.6,0.7398
2020-08-18,22:45,1479.5,0.73975
2020-08-18,23:15,1480.2,0.7401
2020-08-18,23:45,1480.2,0.7401
2020-08-19,0:15,1482,0.741
2020-08-19,0:45,1481.9,0.74095
2020-08-19,1:15,1482.2,0.7411
2020-08-19,1:45,1481.8,0.7409
2020-08-19,2:15,1482.2,0.7411
2020-08-19,2:45,1482.1,0.74105
2020-08-19,3:15,1482.2,0.7411
2020-08-19,3:45,1482,0.741
2020-08-19,4:15,1482.5,0.74125
2020-08-19,4:45,1482.2,0.7411
2020-08-19,5:15,1482.6,0.7413
2020-08-19,5:45,1478.6,0.7393
2020-08-19,6:15,1484.2,0.7421
2020-08-19,6:45,1484.1,0.74205
2020-08-19,7:15,1484.1,0.74205
2020-08-19,7:45,1483.5,0.74175
2020-08-19,8:15,1483.1,0.74155
2020-08-19,8:45,1481.9,0.74095
2020-08-19,9:15,1481.1,0.74055
2020-08-19,9:45,1478.9,0.73945
2020-08-19,10:15,1476.8,0.7384
2020-08-19,10:45,1475.7,0.73785
2020-08-19,11:15,1474.1,0.73705
2020-08-19,11:45,1472.1,0.73605
2020-08-19,12:15,1470.2,0.7351
2020-08-19,12:45,1469.9,0.73495
2020-08-19,13:15,1468.1,0.73405
2020-08-19,13:45,1467,0.7335
2020-08-19,14:15,1466.4,0.7332
2020-08-19,14:45,1465.6,0.7328
2020-08-19,15:15,1465.3,0.73265
2020-08-19,15:45,1464.9,0.73245
2020-08-19,16:15,1464.6,0.7323
2020-08-19,16:45,1465.5,0.73275
2020-08-19,17:15,1465.8,0.7329
2020-08-19,17:45,1467.2,0.7336
2020-08-19,18:15,1468,0.734
2020-08-19,18:45,1468.1,0.73405
2020-08-19,19:15,1469,0.7345
2020-08-19,19:45,1470.4,0.7352
2020-08-19,20:15,1470.9,0.73545
2020-08-19,20:45,1471.8,0.7359
2020-08-19,21:15,1472.4,0.7362
2020-08-19,21:45,1473.1,0.73655
2020-08-19,22:15,1473.7,0.73685
2020-08-19,22:45,1473.7,0.73685
2020-08-19,23:15,1473.8,0.7369
2020-08-19,23:45,1474,0.737
2020-08-20,0:15,1473.5,0.73675
2020-08-20,0:45,1473.3,0.73665
2020-08-20,1:15,1472.3,0.73615
2020-08-20,1:45,1472.7,0.73635
2020-08-20,2:15,1474.2,0.7371
2020-08-20,2:45,1479.7,0.73985
2020-08-20,3:15,1479,0.7395
2020-08-20,3:45,1477.9,0.73895
2020-08-20,4:15,1477.5,0.73875
2020-08-20,4:45,1477.1,0.73855
2020-08-20,5:15,1476.4,0.7382
2020-08-20,5:45,1476.1,0.73805
2020-08-20,6:15,1476.5,0.73825
2020-08-20,6:45,1476.1,0.73805
2020-08-20,7:15,1475.8,0.7379
2020-08-20,7:45,1475.1,0.73755
2020-08-20,8:15,1474.3,0.73715
2020-08-20,8:45,1473.7,0.73685
2020-08-20,9:15,1471.7,0.73585
2020-08-20,9:45,1470.8,0.7354
2020-08-20,10:15,1469.2,0.7346
2020-08-20,10:45,1467.1,0.73355
2020-08-20,11:15,1466.5,0.73325
2020-08-20,11:45,1464.8,0.7324
2020-08-20,12:15,1463.8,0.7319
2020-08-20,12:45,1462,0.731
2020-08-20,13:15,1460.1,0.73005
2020-08-20,13:45,1459.2,0.7296
2020-08-20,14:15,1458.5,0.72925
2020-08-20,14:45,1456.9,0.72845
2020-08-20,15:15,1456.2,0.7281
2020-08-20,15:45,1455.8,0.7279
2020-08-20,16:15,1455.4,0.7277
2020-08-20,16:45,1455.1,0.72755
2020-08-20,17:15,1455.1,0.72755
2020-08-20,17:45,1455.7,0.72785
2020-08-20,18:15,1456.1,0.72805
2020-08-20,18:45,1457,0.7285
2020-08-20,19:15,1457.2,0.7286
2020-08-20,19:45,1457.7,0.72885
2020-08-20,20:15,1458.1,0.72905
2020-08-20,20:45,1459.5,0.72975
2020-08-20,21:15,1459.1,0.72955
2020-08-20,21:45,1459.8,0.7299
2020-08-20,22:15,1460,0.73
2020-08-20,22:45,1459.9,0.72995
2020-08-20,23:15,1459.6,0.7298
2020-08-20,23:45,1459.9,0.72995
2020-08-21,0:15,1459.7,0.72985
2020-08-21,0:45,1459.7,0.72985
2020-08-21,1:15,1459.6,0.7298
2020-08-21,1:45,1459.8,0.7299
2020-08-21,2:15,1460.1,0.73005
2020-08-21,2:45,1459.8,0.7299
2020-08-21,3:15,1460,0.73
2020-08-21,3:45,1460.3,0.73015
2020-08-21,4:15,1460.2,0.7301
2020-08-21,4:45,1460.2,0.7301
2020-08-21,5:15,1460,0.73
2020-08-21,5:45,1460.1,0.73005
2020-08-21,6:15,1460,0.73
2020-08-21,6:45,1460.1,0.73005
2020-08-21,7:15,1460.1,0.73005
2020-08-21,7:45,1460,0.73
2020-08-21,8:15,1459.2,0.7296
2020-08-21,8:45,1458.5,0.72925
2020-08-21,9:15,1457.6,0.7288
2020-08-21,9:45,1455.9,0.72795
2020-08-21,10:15,1454.7,0.72735
2020-08-21,10:45,1453.3,0.72665
2020-08-21,11:15,1451.8,0.7259
2020-08-21,11:45,1451,0.7255
2020-08-21,12:15,1450.2,0.7251
2020-08-21,12:45,1448.9,0.72445
2020-08-21,13:15,1447.6,0.7238
2020-08-21,13:45,1446.9,0.72345
2020-08-21,14:15,1445.9,0.72295
2020-08-21,14:45,1445,0.7225
2020-08-21,15:15,1444.3,0.72215
2020-08-21,15:45,1444.4,0.7222
2020-08-21,16:15,1444.2,0.7221
2020-08-21,16:45,1444.1,0.72205
2020-08-21,17:15,1445.3,0.72265
2020-08-21,17:45,1445.8,0.7229
2020-08-21,18:15,1446.8,0.7234
2020-08-21,18:45,1446.9,0.72345
2020-08-21,19:15,1447.6,0.7238
2020-08-21,19:45,1447.6,0.7238
2020-08-21,20:15,1448.6,0.7243
2020-08-21,20:45,1449.1,0.72455
2020-08-21,21:15,1449.1,0.72455
2020-08-21,21:45,1449.3,0.72465
2020-08-21,22:15,1450.1,0.72505
2020-08-21,22:45,1450.6,0.7253
2020-08-21,23:15,1450,0.725
2020-08-21,23:45,1450.7,0.72535
2020-08-22,0:15,1451.1,0.72555
2020-08-22,0:45,1450.5,0.72525
2020-08-22,1:15,1451.3,0.72565
2020-08-22,1:45,1450.1,0.72505
2020-08-22,2:15,1449.5,0.72475
2020-08-22,2:45,1449.8,0.7249
2020-08-22,3:15,1449.7,0.72485
2020-08-22,3:45,1450.2,0.7251
2020-08-22,4:15,1450.5,0.72525
2020-08-22,4:45,1451.5,0.72575
2020-08-22,5:15,1450.4,0.7252
2020-08-22,5:45,1451.1,0.72555
2020-08-22,6:15,1451,0.7255
2020-08-22,6:45,1451.4,0.7257
2020-08-22,7:15,1450.5,0.72525
2020-08-22,7:45,1450.7,0.72535
2020-08-22,8:15,1450.3,0.72515
2020-08-22,8:45,1449,0.7245
2020-08-22,9:15,1448.4,0.7242
2020-08-22,9:45,1447.2,0.7236
2020-08-22,10:15,1446.7,0.72335
2020-08-22,10:45,1444.9,0.72245
2020-08-22,11:15,1443.9,0.72195
2020-08-22,11:45,1442.8,0.7214
2020-08-22,12:15,1441.8,0.7209
2020-08-22,12:45,1441,0.7205
2020-08-22,13:15,1439.8,0.7199
2020-08-22,13:45,1438.5,0.71925
2020-08-22,14:15,1437.6,0.7188
2020-08-22,14:45,1436.8,0.7184
2020-08-22,15:15,1436.7,0.71835
2020-08-22,15:45,1436.3,0.71815
2020-08-22,16:15,1435.2,0.7176
2020-08-22,16:45,1435.8,0.7179
2020-08-22,17:15,1436.2,0.7181
2020-08-22,17:45,1437.1,0.71855
2020-08-22,18:15,1437.5,0.71875
2020-08-22,18:45,1437.7,0.71885
2020-08-22,19:15,1438.7,0.71935
2020-08-22,19:45,1438.7,0.71935
2020-08-22,20:15,1439.4,0.7197
2020-08-22,20:45,1440.2,0.7201
2020-08-22,21:15,1440.9,0.72045
2020-08-22,21:45,1441,0.7205
2020-08-22,22:15,1441.5,0.72075
2020-08-22,22:45,1441.6,0.7208
2020-08-22,23:15,1441.4,0.7207
2020-08-22,23:45,1442.2,0.7211
2020-08-23,0:15,1442.3,0.72115
2020-08-23,0:45,1442.7,0.72135
2020-08-23,1:15,1442.1,0.72105
2020-08-23,1:45,1443,0.7215
2020-08-23,2:15,1443.5,0.72175
2020-08-23,2:45,1443.8,0.7219
2020-08-23,3:15,1444.5,0.72225
2020-08-23,3:45,1444.4,0.7222
2020-08-23,4:15,1444.1,0.72205
2020-08-23,4:45,1444.6,0.7223
2020-08-23,5:15,1444.3,0.72215
2020-08-23,5:45,1443.9,0.72195
2020-08-23,6:15,1443.3,0.72165
2020-08-23,6:45,1443.9,0.72195
2020-08-23,7:15,1444.6,0.7223
2020-08-23,7:45,1444.2,0.7221
2020-08-23,8:15,1444.3,0.72215
2020-08-23,8:45,1442.9,0.72145
2020-08-23,9:15,1442.4,0.7212
2020-08-23,9:45,1442.2,0.7211
2020-08-23,10:15,1441.7,0.72085
2020-08-23,10:45,1441.5,0.72075
2020-08-23,11:15,1440,0.72
2020-08-23,11:45,1439.1,0.71955
2020-08-23,12:15,1438.3,0.71915
2020-08-23,12:45,1437.2,0.7186
2020-08-23,13:15,1436.5,0.71825
2020-08-23,13:45,1435.5,0.71775
2020-08-23,14:15,1434.4,0.7172
2020-08-23,14:45,1433.5,0.71675
2020-08-23,15:15,1432.4,0.7162
2020-08-23,15:45,1431.7,0.71585
2020-08-23,16:15,1431.2,0.7156
2020-08-23,16:45,1431.4,0.7157
2020-08-23,17:15,1431.1,0.71555
2020-08-23,17:45,1431.9,0.71595
2020-08-23,18:15,1432.1,0.71605
2020-08-23,18:45,1433,0.7165
2020-08-23,19:15,1433.7,0.71685
2020-08-23,19:45,1435.4,0.7177
2020-08-23,20:15,1435.4,0.7177
2020-08-23,20:45,1436.6,0.7183
2020-08-23,21:15,1436.9,0.71845
2020-08-23,21:45,1436.6,0.7183
2020-08-23,22:15,1436.8,0.7184
2020-08-23,22:45,1437.6,0.7188
2020-08-23,23:15,1438,0.719
2020-08-23,23:45,1438.4,0.7192
2020-08-24,0:15,1438.5,0.71925
2020-08-24,0:45,1438.8,0.7194
2020-08-24,1:15,1438.6,0.7193
2020-08-24,1:45,1438.8,0.7194
2020-08-24,2:15,1438.6,0.7193
2020-08-24,2:45,1439.1,0.71955
2020-08-24,3:15,1438.2,0.7191
2020-08-24,3:45,1438.8,0.7194
2020-08-24,4:15,1440,0.72
2020-08-24,4:45,1439,0.7195
2020-08-24,5:15,1440.1,0.72005
2020-08-24,5:45,1439.4,0.7197
2020-08-24,6:15,1439.3,0.71965
2020-08-24,6:45,1439.6,0.7198
2020-08-24,7:15,1439.3,0.71965
2020-08-24,7:45,1438.8,0.7194
2020-08-24,8:15,1438.7,0.71935
2020-08-24,8:45,1438.7,0.71935
2020-08-24,9:15,1437.7,0.71885
2020-08-24,9:45,1436.5,0.71825
2020-08-24,10:15,1435,0.7175
2020-08-24,10:45,1434,0.717
2020-08-24,11:15,1432.5,0.71625
2020-08-24,11:45,1430.9,0.71545
2020-08-24,12:15,1430.4,0.7152
2020-08-24,12:45,1430,0.715
2020-08-24,13:15,1428.8,0.7144
2020-08-24,13:45,1428.4,0.7142
2020-08-24,14:15,1427.7,0.71385
2020-08-24,14:45,1427.2,0.7136
2020-08-24,15:15,1426.3,0.71315
2020-08-24,15:45,1425.5,0.71275
2020-08-24,16:15,1425.1,0.71255
2020-08-24,16:45,1426,0.713
2020-08-24,17:15,1426.8,0.7134
2020-08-24,17:45,1428.1,0.71405
2020-08-24,18:15,1428.8,0.7144
2020-08-24,18:45,1429.7,0.71485
2020-08-24,19:15,1430.3,0.71515
2020-08-24,19:45,1432.2,0.7161
2020-08-24,20:15,1432.2,0.7161
2020-08-24,20:45,1433.1,0.71655
2020-08-24,21:15,1433.1,0.71655
2020-08-24,21:45,1433.8,0.7169
2020-08-24,22:15,1434.3,0.71715
2020-08-24,22:45,1434.5,0.71725
2020-08-24,23:15,1435.6,0.7178
2020-08-24,23:45,1435.4,0.7177
2020-08-25,0:15,1435.2,0.7176
2020-08-25,0:45,1435,0.7175
2020-08-25,1:15,1435.5,0.71775
2020-08-25,1:45,1436.2,0.7181
2020-08-25,2:15,1435.5,0.71775
2020-08-25,2:45,1435.1,0.71755
2020-08-25,3:15,1434.2,0.7171
2020-08-25,3:45,1434.8,0.7174
2020-08-25,4:15,1434.4,0.7172
2020-08-25,4:45,1434.5,0.71725
2020-08-25,5:15,1434.8,0.7174
2020-08-25,5:45,1435.6,0.7178
2020-08-25,6:15,1435.4,0.7177
2020-08-25,6:45,1436.5,0.71825
2020-08-25,7:15,1436,0.718
2020-08-25,7:45,1436.3,0.71815
2020-08-25,8:15,1435.8,0.7179
2020-08-25,8:45,1435.3,0.71765
2020-08-25,9:15,1434.2,0.7171
2020-08-25,9:45,1433.7,0.71685
2020-08-25,10:15,1432.2,0.7161
2020-08-25,10:45,1431.5,0.71575
2020-08-25,11:15,1430.4,0.7152
2020-08-25,11:45,1429.1,0.71455
2020-08-25,12:15,1429.3,0.71465
2020-08-25,12:45,1428.8,0.7144
2020-08-25,13:15,1427,0.7135
2020-08-25,13:45,1425.9,0.71295
2020-08-25,14:15,1424.8,0.7124
2020-08-25,14:45,1424.5,0.71225
2020-08-25,15:15,1424,0.712
2020-08-25,15:45,1423.8,0.7119
2020-08-25,16:15,1424.1,0.71205
2020-08-25,16:45,1424.2,0.7121
2020-08-25,17:15,1424.8,0.7124
2020-08-25,17:45,1425.9,0.71295
2020-08-25,18:15,1426.3,0.71315
2020-08-25,18:45,1427,0.7135
2020-08-25,19:15,1427.7,0.71385
2020-08-25,19:45,1428.8,0.7144
2020-08-25,20:15,1429.1,0.71455
2020-08-25,20:45,1429.5,0.71475
2020-08-25,21:15,1429.3,0.71465
2020-08-25,21:45,1429.8,0.7149
2020-08-25,22:15,1429.9,0.71495
2020-08-25,22:45,1430.5,0.71525
2020-08-25,23:15,1430.8,0.7154
2020-08-25,23:45,1431.4,0.7157
2020-08-26,0:15,1431.4,0.7157
2020-08-26,0:45,1431.5,0.71575
2020-08-26,1:15,1431.8,0.7159
2020-08-26,1:45,1431.8,0.7159
2020-08-26,2:15,1431.7,0.71585
2020-08-26,2:45,1432.3,0.71615
2020-08-26,3:15,1431.7,0.71585
2020-08-26,3:45,1431.3,0.71565
2020-08-26,4:15,1431.6,0.7158
2020-08-26,4:45,1431.5,0.71575
2020-08-26,5:15,1432.2,0.7161
2020-08-26,5:45,1432.1,0.71605
2020-08-26,6:15,1432.1,0.71605
2020-08-26,6:45,1432.2,0.7161
2020-08-26,7:15,1432,0.716
2020-08-26,7:45,1412.8,0.7064
2020-08-26,8:15,1442.1,0.72105
2020-08-26,8:45,1447,0.7235
2020-08-26,9:15,1445.9,0.72295
2020-08-26,9:45,1442.4,0.7212
2020-08-26,10:15,1446.8,0.7234
2020-08-26,10:45,1445.5,0.72275
2020-08-26,11:15,1444.5,0.72225
2020-08-26,11:45,1443.3,0.72165
2020-08-26,12:15,1441.9,0.72095
2020-08-26,12:45,1440.8,0.7204
2020-08-26,13:15,1443.2,0.7216
2020-08-26,13:45,1441.3,0.72065
2020-08-26,14:15,1439.8,0.7199
2020-08-26,14:45,1439,0.7195
2020-08-26,15:15,1437.6,0.7188
2020-08-26,15:45,1437.2,0.7186
2020-08-26,16:15,1437.8,0.7189
2020-08-26,16:45,1437.8,0.7189
