Segment ID,Station ID,Station Description,Start Date,Start Time,Start Depth,Submitting Entity,Collecting Entity,Monitoring Type,Parameter Name,Parameter Code,Value,RFA/Tag ID,Station Latitude,Station Longitude,Comments
2310,14163,PECOS RIVER BELOW IND. CREEK,7/28/94,12:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,SPECIAL STUDY,CHLORIDE (MG/L AS CL),940,1360,6789,30.44255,-101.72015,
2310,14163,PECOS RIVER BELOW IND. CREEK,4/26/94,5:15,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,SPECIAL STUDY,CHLORIDE (MG/L AS CL),940,2610,6768,30.44255,-101.72015,
2310,14163,PECOS RIVER BELOW IND. CREEK,10/19/94,10:00,0.304878,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,SPECIAL STUDY,CHLORIDE (MG/L AS CL),940,1760,10428,30.44255,-101.72015,
2310,14163,PECOS RIVER BELOW IND. CREEK,1/25/95,10:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,SPECIAL STUDY,CHLORIDE (MG/L AS CL),940,2420,10444,30.44255,-101.72015,
2310,14163,PECOS RIVER BELOW IND. CREEK,4/19/95,12:40,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,SPECIAL STUDY,CHLORIDE (MG/L AS CL),940,2030,10452,30.44255,-101.72015,
2310,14163,PECOS RIVER BELOW IND. CREEK,7/25/95,10:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,SPECIAL STUDY,CHLORIDE (MG/L AS CL),940,1540,10468,30.44255,-101.72015,
2310,18801,LOWER PECOS RIVER CAMS 0729,11/4/08,12:00,1,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1420,1069492,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,1/6/09,11:30,1,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1660,1072992,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,10/13/09,10:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1070,1170854,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,7/7/09,1:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1470,1157612,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,4/21/09,12:45,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1770,1103397,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,1/5/10,12:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1350,1183726,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,4/6/10,11:30,1,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1730,1193877,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,7/6/10,12:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,891,1202699,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,10/19/10,12:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1380,1217708,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,1/11/11,11:45,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1340,1239272,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,7/13/11,1:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,790,1270741,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,4/12/11,1:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1340,1258229,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,1/23/12,12:15,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1370,1308070,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,10/5/11,12:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,561,1270745,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,10/4/12,11:15,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,539,1345043,30.314117,-101.741249,"E. Coli requested; analysis not performed because ""Sample arrived on Fridy and conflicted with laboratory's work/holiday schedule. No corrective action is available. The collector was informed"". kr 1/21/13"
2310,18801,LOWER PECOS RIVER CAMS 0729,4/10/12,12:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1220,1315676,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,7/11/12,11:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,643,1331706,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,1/22/13,11:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1250,1356633,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,7/10/13,9:45,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,801,1416763,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,4/25/13,10:45,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1020,1411897,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,1/7/14,11:05,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1110,1441419,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,11/18/13,11:30,0.2,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,906,1425528,30.314117,-101.741249,
2310,18801,LOWER PECOS RIVER CAMS 0729,4/9/14,11:20,0.2,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,1030,1448302,30.314117,-101.741249,TKN requested; sample was not analyzed due to analytical error.
2310,18801,LOWER PECOS RIVER CAMS 0729,7/15/14,11:25,0.2,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,744,1462359,30.314117,-101.741249,
